도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
2517,마천하늘꿈작은도서관,9,송파구,서울특별시 송파구 거마로 22길 49 범양빌딩 하늘사닥다리교회 3층,"토요일,일요일",
2518,문정1동새마을문고(느티나무작은도서관),9,송파구,서울특별시 송파구 동남로 116 문정1동주민센터 2층 ,"토,일,법정공휴일",02-448-6960
1655,문정2동새마을문고(숯내작은도서관),9,송파구,서울특별시 송파구 중대로 16 문정2동 주민센터 1층 ,"매주 토요일,일요일",02-2147-4540
629,방이1동새마을문고,9,송파구,서울특별시 송파구 위례성대로16길 22 방이1동주민센터 2층 ,"토,일,법정공휴일",02-421-3206
2519,방이2동새마을문고(방이2동작은도서관),9,송파구,서울특별시 송파구 백제고분로 495 방이2동주민센터 1층 ,"토,일,법정공휴일",02-416-5405
1331,쁘레네작은도서관별찌,9,송파구,"서울특별시 송파구 오금로46길 11, 2층 202호","토요일,일요일",02-431-7505
2520,삼전동새마을문고(삼학사작은도서관),9,송파구,서울특별시 송파구 백제고분로 236 삼전동주민센터 2층 ,"토,일,법정공휴일",02-3431-8686
1893,새비전도서관,9,송파구,서울특별시 송파구 거마로7길 44(거여동) 2층,"일요일, 법정공휴일",070-8952-8028
1908,서울동부지방법원도서실,9,송파구,서울특별시 송파구 법원로 101 서울동부지방법원 5층,"토요일, 일요일, 법정공휴일",02-2204-2133
1762,서울역사편찬원서울역사자료실,9,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 내,"토요일, 일요일, 법정공휴일",02-413-9625
23,서울특별시교육청송파도서관,9,송파구,서울특별시 송파구 동남로 263,"2,4주 화요일 및 법정공휴일",02-3434-3333
886,소나무언덕1호작은도서관,9,송파구,서울특별시 송파구 올림픽로47길9 3층,매주 월요일 및 법정공휴일,02-475-0266
887,소나무언덕2호도서관,9,송파구,서울특별시 송파구 석촌호수로 155 잠실3동 자치회관 2관 2층,매주 월요일 및 법정공휴일,02-424-0083
888,소나무언덕3호도서관,9,송파구,서울특별시 송파구 성내천로 319 4층,매주 월요일 및 법정공휴일,02-443-0130
889,소나무언덕4호작은도서관,9,송파구,서울특별시 송파구 송이로 34 구 송파2동치안센터,매주 월요일 및 법정공휴일,02-419-5100
890,소나무언덕잠실본동도서관,9,송파구,"서울특별시 송파구 탄천동로 205 (잠실빗물펌프장 관사동 1,2층)",매주 월요일 및 법정공휴일,02-412-0750
2521,송파 꿈꾸는 작은도서관,9,송파구,"서울특별시 송파구 동남로 341, 송파레미니스 2단지 주민공동시설 1의 2층 ","토요일,일요일",
633,송파1동새마을문고,9,송파구,서울특별시 송파구 백제고분로392 송파1동주민센터 2층 ,"토,일,법정공휴일",02-420-7758
634,송파2동새마을문고,9,송파구,서울특별시 송파구 송이로 32 송파2동주민센터 2층,"토,일,법정공휴일",02-416-7144
1385,송파글마루도서관,9,송파구,서울특별시 송파구 충민로 120,"매주 월요일, 법정공휴일(일요일 제외)",02-449-8855
2094,송파꿈에그린작은도서관,9,송파구,서울특별시 송파구 위례광장로 121 2401동 1층,일요일,02-406-3114
111,송파어린이도서관,9,송파구,서울특별시 송파구 올림픽로 105 (잠실동 19-6),매주 월요일 및 법정공휴일,02-418-0303
891,송파어린이영어도서관,9,송파구,서울특별시 송파구 오금로 1(신천동) 신천빗물펌프장 4~5층,매주 월요일 및 법정공휴일,02-415-3567
1970,송파위례도서관,9,송파구,"서울특별시 송파구 장지동 위례광장로 210 위례동복합청사 4, 5층",매주 월요일 및 법정공휴일,02-402-3003
1565,송파파크데일1단지도서관,9,송파구,서울특별시 송파구 성내천로37길 37 송파파크데일1단지 582,"토요일,일요일",02-407-1998
2522,송파한라비발디작은도서관(위례22단지),9,송파구,서울특별시 송파구 위례광장로 163 아파트관리사무소 아파트 관리사무소(위례동 주민센터 옆),"매주 토요일,일요일",02-449-2210
1549,스토리빈작은도서관,9,송파구,서울특별시 송파구 중대로 56 국제빌딩 2층 203호 ,"토요일,일요일",02-3012-3059
1891,스토리지작은영어도서관,9,송파구,서울특별시 송파구 문정로13길 15 102,"일요일, 법정공휴일",02-448-9183
1551,아름다운꿈작은도서관,9,송파구,서울특별시 송파구 마천로 305 3층 3층,일요일,02-3402-1357
618,예꿈틀어린이도서관,9,송파구,"서울특별시 송파구 오금로46길 28, 중원빌딩3층 ",일요일,02-2203-3927
1552,예인작은도서관,9,송파구,서울특별시 송파구 문정로11길 16 신안빌라상가 2층 201호 ,"매주 화요일,토요일",070-8624-0607
2523,오금동새마을문고(오동나무작은도서관),9,송파구,서울특별시 송파구 중대로25길 5 오금동주민센터 2층 ,"토,일,법정공휴일",02-401-2910
631,오륜동새마을문고,9,송파구,서울특별시 송파구 양재대로 1232 오륜동주민센터 3층,"토,일,법정공휴일",02-401-6302
2524,우리 작은도서관,9,송파구,"서울특별시 송파구 마천로41길17, 3층(영흥교회) 3층","토요일,일요일",02-400-0701
1758,울산의대아산의학도서관,9,송파구,서울특별시 송파구 올림픽로43길 88 아산병원 아산교육연구관 내,"일요일, 법정공휴일",02-3010-4225
1660,은송愛書家작은도서관,9,송파구,서울특별시 송파구 올림픽로49길 8 지하1층 ,"매주 화요일,토요일",02-474-2563
619,이사랑나눔도서관,9,송파구,서울특별시 송파구 마천로 291(마천동) 거여제일교회 마천빌딩 3층,일요일,02-401-2822
644,잠실3동새마을문고,9,송파구,서울특별시 송파구 잠실로 51-29 잠실3동주민센터 2층 ,"토,일,법정공휴일",02-416-3942
645,잠실4동새마을문고,9,송파구,서울특별시 송파구 올림픽로35길 16 잠실4동주민센터 2층,"토,일,법정공휴일",02-3431-8354
2525,잠실6동새마을문고(장미마을작은도서관),9,송파구,서울특별시 송파구 올림픽로35길 120 잠실6동주민센터 3층 ,"토,일,법정공휴일",02-3431-4870
647,잠실7동새마을문고,9,송파구,서울특별시 송파구 올림픽로4길 17 송파문화원 1층 ,"토,일,법정공휴일",02-412-2764
1656,잠실본동새마을문고,9,송파구,서울특별시 송파구 백제고분로15길 9 잠실본동주민센터 1층,"토,일,법정공휴일",02-416-8198
2092,잠실참좋은작은도서관,9,송파구,서울특별시 송파구 올림픽로 145 리센츠상가 5층 22호 ,"토,일",02-412-0691
642,장지동새마을문고,9,송파구,서울특별시 송파구 새말로19길 6 장지동주민센터 2층 ,"토,일,법정공휴일",02-401-4484
611,주님의교회문고,9,송파구,"서울특별시 송파구 올림픽로4길 16, 주님의 교회 5층 ",월요일,02-416-5181
1555,즐거운가작은도서관,9,송파구,서울특별시 송파구 새말로 149-1(문정동) 지층,일요일,070-4192-1318
1843,지샘터올림픽공원도서관,9,송파구,서울특별시 송파구 올림픽로 424(방이동) 스포츠비즈홀 1층,"매주 월요일, 법정공휴일",02-2180-3578
1894,참벗영어작은도서관,9,송파구,서울특별시 송파구 백제고분로46길 20 3층,"토,일",02-414-8927
1556,참좋은작은도서관,9,송파구,서울특별시 송파구 송이로 26길 16-68 지층,"토요일,일요일",02-409-1070
1661,책과의어울림금호작은도서관,9,송파구,서울특별시 송파구 송파대로 32길 15 금호아파트 106동 1층(가락동),"매주 토요일,일요일",02-407-3589
615,책읽는나무의자,9,송파구,서울특별시 송파구 토성로19길 7 지하,매주 일요일,02-471-2310
1525,푸른도서관,9,송파구,서울특별시 송파구 위례광장로 185 2층 ,"매주 토요일,일요일",409-9280
2526,풍납1동새마을문고(바람드리작은도서관),9,송파구,서울특별시 송파구 천호대로152길 7 풍납1동주민센터 솔바람복지관1층,"토,일,법정공휴일",02-477-4221
2062,하늘꿈작은도서관,9,송파구,서울특별시 송파구 오금로 473,"토,일,월요일",02-443-2046
2527,하품작은도서관,9,송파구,"서울특별시 송파구 새말로 6길 5, 송파교회(문정동71-5) ","토요일,일요일",
1662,한국근현대사작은도서관,9,송파구,서울특별시 송파구 중대로20길 51 지하1층,"매주 토요일,일요일",070-8154-2000
1761,한성백제박물관정보자료실,9,송파구,서울특별시 송파구 위례성대로 71 한성백제박물관 지하2층,"일요일, 법정공휴일",02-2152-5861
1557,한아람작은도서관,9,송파구,서울특별시 송파구 성내천로47길 38 송파파크데일2단지 607,일요일,02-430-1998
2528,헬리오시티작은도서관,9,송파구,"서울특별시 송파구 송파대로 345 (407동 지하 관리사무소옆, 에듀존)  지하","토요일,일요일",02-403-8330
2778,SH 숨터작은도서관,10,강동구,"서울특별시 강동구 아리수로93가길 77(강일동, 강동리버스트6단지)",,
146,가람슬기작은도서관,10,강동구,"서울특별시 강동구 강동대로53길 76, (성내동) 성내3동주민센터 1층","토, 일, 법정공휴일",02-474-4030
105,강동구립강일도서관,10,강동구,서울특별시 강동구 아리수로 93길 9-14,매주 화요일 및 법정 공휴일,02-427-7676
2757,강동구립도서관,10,강동구,서울특별시 강동구 동남로 870(상일동) 강동문화재단,,02-2045-7915
2699,강동구립둔촌도서관,10,강동구,서울특별시 강동구 동남로49길 21-8,매주 화요일 및 법정 공휴일,02-489-6557
63,강동구립성내도서관,10,강동구,서울특별시 강동구 성안로 106-1,매주 월요일 및 법정 공휴일,02-471-1071
1067,강동구립암사도서관,10,강동구,서울특별시 고덕로 20길 42 (암사동 471-37),매주 월요일 및 법정 공휴일,02-429-0476
1971,강동구립천호도서관,10,강동구,서울특별시 강동구 성안로 31마길 1(천호3동 제2공영주차장 지상 2층),매주 월요일 및 법정 공휴일,02-488-7223
96,강동구립해공도서관,10,강동구,서울특별시 강동구 올림픽로 702,매주 화요일 및 법정 공휴일,02-478-9656
1702,강동성심병원의학도서실,10,강동구,서울특별시 강동구 성안로 150 강동성심병원 제2별관 교육연구관 5층,"토요일(격주),일요일, 법정공휴일",02-2224-2172
1262,강동육아누리도서관,10,강동구,서울특별시 강동구 상암로 168 강동구민회관 2층 2층,일요일,02-487-3516
2008,강일1단지작은도서관,10,강동구,서울특별시 강동구 아리수로 93가길25 관리동 2층,"토, 일, 법정공휴일",02-427-0051
128,강일리버파크6단지책향기작은도서관,10,강동구,서울특별시 강동구 아리수로94길 19 강일리버파크6단지아파트 관리사무소 2층 ,"매주 토요일,일요일",02-426-6649
133,게냇골작은도서관,10,강동구,서울특별시 강동구 구천면로 633(상일동) 상일동 주민센터 2층 ,"토, 일, 법정공휴일",02-428-7041
1558,고덕리엔파크3단지SH작은도서관,10,강동구,서울특별시 강동구 상일로 74 고덕리엔파크3단지아파트 315동 1층 ,매주 화요일,070-4234-0490
144,글고운작은도서관,10,강동구,"서울특별시 강동구 성내로 13, 2층(성내동) 성내1동 주민센터 1층","토, 일, 법정공휴일",02-475-5156
137,글마루작은도서관,10,강동구,"서울특별시 강동구 아리수로78길 43-12, 2층(고덕동) 고덕2동주민센터 2층","토, 일, 법정공휴일",070-8153-0560
140,글익는작은도서관,10,강동구,"서울특별시 강동구 고덕로 137, 3층(암사동) 암사3동주민센터 3층","토, 일, 법정공휴일",02-428-1643
141,글향기작은도서관,10,강동구,"서울특별시 강동구 구천면로42길 59, 2층(천호동) 천호1동주민센터 2층","토, 일, 법정공휴일",02-470-3613
2651,꿈누리작은도서관,10,강동구,서울특별시 강동구 동남로 83길 87(고덕동) 1층,"일, 법정공휴일",02-426-9469
1560,늘솔길작은도서관,10,강동구,"서울특별시 강동구 양재대로156길 123, 5층(고덕동) 고덕1동주민센터 5층","토, 일, 법정공휴일",02-429-0423
2002,다온작은도서관,10,강동구,"서울특별시 강동구 천중로51길 52, (길동) 2층","토, 일, 법정공휴일",
2777,더숲작은도서관,10,강동구,서울특별시 강동구 풍성로35길 19,"토, 일, 법정공휴일",
134,도담도담북카페,10,강동구,"서울특별시 강동구 양재대로138길 37, 1층(명일동) 명일1동주민센터 1층",휴관중,02-427-2152
2750,도로롱 작은도서관,10,강동구,서울특별시 강동구 고덕로98길 160 강동리엔파크 14단지 1401동 1층,"토, 일, 법정공휴일",
2653,또바기작은도서관,10,강동구,서울특별시 강동구 아리수로98길 25(강일동) 2층,"토, 일, 법정공휴일",02-3427-0007
2007,래미안힐스테이트고덕작은도서관,10,강동구,서울특별시 강동구 아리수로 50길 50 304동 1층,"토, 일, 법정공휴일",070-4640-4583
1263,롯데캐슬도서관,10,강동구,서울특별시 강동구 고덕로 131 강동롯데캐슬퍼스트아파트 관리동 지하1층 ,"매주 월요일,일요일",070-8702-1899
2422,루르드의작은도서관,10,강동구,서울특별시 강동구 고덕로 476 1층,"토, 일, 법정공휴일",02-442-1244
78,명성교회도서관,10,강동구,서울특별시 강동구 상암로51길 8,매주 월요일,02-440-9140
149,반딧불 북카페작은도서관,10,강동구,"서울특별시 강동구 천호대로 1183 2층(길동, 길동복합청사)","토, 일, 법정공휴일",02-474-5157
130,반석도서관,10,강동구,서울특별시 강동구 천중로49길 32-10 1층,"토요일,일요일",
143,부엉이작은도서관,10,강동구,"서울특별시 강동구 진황도로23길 7, 2층(천호동) 천호3동주민센터 1층",휴관중,02-470-3027
